,Name,OvPck,Pos,RdPck,Rnd,Tm,Type,WAR,Year
327,Calvin Riggar,40.0,LHP,16.0,2.0,Yankees,HS,0.0,1976.0
328,Eddie Williams,41.0,C,17.0,2.0,Phillies,HS,0.0,1976.0
329,Tim Brandenburg,42.0,LHP,18.0,2.0,Royals,HS,0.0,1976.0
330,Don Ruzek,43.0,SS,19.0,2.0,Dodgers,HS,0.0,1976.0
331,Jerry Don Gleaton,44.0,LHP,20.0,2.0,Orioles,HS,2.3,1976.0
332,Doe Boyland,45.0,OF,21.0,2.0,Pirates,4Yr,-0.3,1976.0
333,Glenn Hoffman,46.0,SS,22.0,2.0,Red Sox,HS,0.4,1976.0
334,Paul Householder,47.0,OF,23.0,2.0,Reds,HS,0.0,1976.0
335,Brian Duffy,48.0,LHP,24.0,2.0,Athletics,HS,0.0,1976.0
336,Harold Baines,1.0,1B,1.0,1.0,White Sox,HS,38.5,1977.0
337,Bill Gullickson,2.0,RHP,2.0,1.0,Expos,HS,23.7,1977.0
338,Paul Molitor,3.0,SS,3.0,1.0,Brewers,4Yr,75.4,1977.0
339,Tim Cole,4.0,LHP,4.0,1.0,Braves,HS,0.0,1977.0
340,Kevin Richards,5.0,RHP,5.0,1.0,Tigers,HS,0.0,1977.0
341,Terry Kennedy,6.0,C,6.0,1.0,Cardinals,4Yr,21.5,1977.0
342,Richard Dotson,7.0,RHP,7.0,1.0,Angels,HS,16.3,1977.0
343,Brian Greer,8.0,OF,8.0,1.0,Padres,HS,-0.2,1977.0
344,David Hibner,9.0,SS,9.0,1.0,Rangers,HS,0.0,1977.0
345,Craig Landis,10.0,SS,10.0,1.0,Giants,HS,0.0,1977.0
346,Bruce Compton,11.0,OF,11.0,1.0,Indians,HS,0.0,1977.0
347,Randy Martz,12.0,RHP,12.0,1.0,Cubs,4Yr,3.8,1977.0
348,Andrew Madden,13.0,RHP,13.0,1.0,Red Sox,HS,0.0,1977.0
349,Ricky Adams,14.0,SS,14.0,1.0,Astros,HS,0.8,1977.0
350,Paul Croft,15.0,OF,15.0,1.0,Twins,HS,0.0,1977.0
351,Wally Backman,16.0,SS,16.0,1.0,Mets,HS,13.1,1977.0
352,Craig Harris,17.0,RHP,17.0,1.0,Athletics,HS,0.0,1977.0
353,Anthony Nicely,18.0,OF,18.0,1.0,Pirates,HS,0.0,1977.0
354,Drungo Hazewood,19.0,C,19.0,1.0,Orioles,HS,-0.1,1977.0
355,Bob Welch,20.0,RHP,20.0,1.0,Dodgers,4Yr,44.2,1977.0
356,Mike Jones,21.0,LHP,21.0,1.0,Royals,HS,0.0,1977.0
357,Scott Munninghoff,22.0,RHP,22.0,1.0,Phillies,HS,0.2,1977.0
358,Steve Taylor,23.0,RHP,23.0,1.0,Yankees,4Yr,0.0,1977.0
359,Tad Venger,24.0,3B,24.0,1.0,Reds,HS,0.0,1977.0
360,Tom Goffena,25.0,SS,25.0,1.0,Blue Jays,HS,0.0,1977.0
361,Dave Henderson,26.0,OF,26.0,1.0,Mariners,HS,27.6,1977.0
362,Rich Barnes,27.0,LHP,1.0,2.0,White Sox,HS,-0.5,1977.0
363,Gregory Staffon,28.0,RHP,2.0,2.0,Expos,HS,0.0,1977.0
364,Kevin Bass,29.0,OF,3.0,2.0,Brewers,HS,14.8,1977.0
365,Tony Brizzolara,30.0,RHP,4.0,2.0,Braves,4Yr,-0.3,1977.0
366,Jeffrey Jackowiak,31.0,RHP,5.0,2.0,Tigers,HS,0.0,1977.0
367,Ricky Wright,32.0,LHP,6.0,2.0,Cardinals,HS,0.7,1977.0
368,Gary Johnson,33.0,RHP,7.0,2.0,Angels,HS,0.0,1977.0
369,Barry Evans,34.0,SS,8.0,2.0,Padres,4Yr,0.0,1977.0
370,Linvel Mosby,35.0,RHP,9.0,2.0,Rangers,HS,0.0,1977.0
371,Phil Huffman,36.0,RHP,10.0,2.0,Giants,HS,-2.1,1977.0
372,Venson Davis,37.0,OF,11.0,2.0,Indians,4Yr,0.0,1977.0
373,Terry Francona,38.0,1B,12.0,2.0,Cubs,HS,-2.8,1977.0
374,Bobby Sprowl,39.0,LHP,13.0,2.0,Red Sox,4Yr,-1.0,1977.0
375,Stan Leland,40.0,RHP,14.0,2.0,Astros,HS,0.0,1977.0
376,Bart Nieuwenhuis,41.0,LHP,15.0,2.0,Twins,HS,0.0,1977.0
377,Mookie Wilson,42.0,OF,16.0,2.0,Mets,4Yr,22.2,1977.0
378,Keith Creel,43.0,RHP,17.0,2.0,Athletics,HS,-0.9,1977.0
379,Michael Pill,44.0,RHP,18.0,2.0,Pirates,HS,0.0,1977.0
380,Dan Logan,45.0,1B,19.0,2.0,Orioles,4Yr,0.0,1977.0
381,Joe Beckwith,46.0,RHP,20.0,2.0,Dodgers,4Yr,3.0,1977.0
382,Mike Morley,47.0,LHP,21.0,2.0,Royals,HS,0.0,1977.0
383,Edwin Neal,48.0,1B,22.0,2.0,Phillies,HS,0.0,1977.0
384,Jeff White,49.0,C,23.0,2.0,Yankees,HS,0.0,1977.0
385,Ray Corbett,50.0,C,24.0,2.0,Reds,HS,0.0,1977.0
386,Dave Hodgins,51.0,C,25.0,2.0,Blue Jays,HS,0.0,1977.0
387,Henry Bender,52.0,C,26.0,2.0,Mariners,HS,0.0,1977.0
388,Bob Horner,1.0,3B,1.0,1.0,Braves,4Yr,21.7,1978.0
389,Lloyd Moseby,2.0,1B,2.0,1.0,Blue Jays,HS,27.4,1978.0
390,Hubie Brooks,3.0,OF,3.0,1.0,Mets,4Yr,12.8,1978.0
391,Mike Morgan,4.0,RHP,4.0,1.0,Athletics,HS,26.6,1978.0
392,Andy Hawkins,5.0,RHP,5.0,1.0,Padres,HS,1.5,1978.0
393,Tito Nanni,6.0,OF,6.0,1.0,Mariners,HS,0.0,1978.0
394,Bob Cummings,7.0,C,7.0,1.0,Giants,HS,0.0,1978.0
395,Nick Hernandez,8.0,C,8.0,1.0,Brewers,HS,0.0,1978.0
396,Glen Franklin,9.0,SS,9.0,1.0,Expos,JC,0.0,1978.0
397,Phil Lansford,10.0,SS,10.0,1.0,Indians,HS,0.0,1978.0
398,Rod Boxberger,11.0,RHP,11.0,1.0,Astros,4Yr,0.0,1978.0
399,Kirk Gibson,12.0,OF,12.0,1.0,Tigers,4Yr,38.3,1978.0
400,Bill Hayes,13.0,C,13.0,1.0,Cubs,4Yr,0.0,1978.0
401,Tom Brunansky,14.0,OF,14.0,1.0,Angels,HS,21.8,1978.0
402,Bob Hicks,15.0,1B,15.0,1.0,Cardinals,HS,0.0,1978.0
403,Lenny Faedo,16.0,SS,16.0,1.0,Twins,HS,-0.2,1978.0
404,Nick Esasky,17.0,SS,17.0,1.0,Reds,HS,8.2,1978.0
405,Rex Hudler,18.0,SS,18.0,1.0,Yankees via White Sox,HS,6.5,1978.0
406,Brad Garnett,19.0,1B,19.0,1.0,Pirates,HS,0.0,1978.0
407,Tim Conroy,20.0,LHP,20.0,1.0,Athletics via Rangers,HS,-2.5,1978.0
408,Jerry Aubin,21.0,OF,21.0,1.0,Pirates via Dodgers,HS,0.0,1978.0
409,Robert Boyce,22.0,3B,22.0,1.0,Orioles,HS,0.0,1978.0
410,Rip Rollins,23.0,1B,23.0,1.0,Phillies,HS,0.0,1978.0
411,Matt Winters,24.0,OF,24.0,1.0,Yankees via Red Sox,HS,-0.7,1978.0
412,Buddy Biancalana,25.0,SS,25.0,1.0,Royals,HS,-1.5,1978.0
413,Brian Ryder,26.0,RHP,26.0,1.0,Yankees,HS,0.0,1978.0
414,Matt Sinatro,27.0,C,1.0,2.0,Braves,HS,-0.4,1978.0
415,Tim Thompson,28.0,1B,2.0,2.0,Blue Jays,HS,0.0,1978.0
416,Larry Sheets,29.0,OF,3.0,2.0,Orioles via Mets,HS,2.0,1978.0
417,Keith Atherton,30.0,RHP,4.0,2.0,Athletics,HS,4.6,1978.0
418,Dave White,31.0,3B,5.0,2.0,White Sox via Padres,HS,0.0,1978.0
419,Dave Valle,32.0,C,6.0,2.0,Mariners,HS,10.1,1978.0
420,Steven Raine,33.0,RHP,7.0,2.0,Giants,HS,0.0,1978.0
421,Richard Naumann,34.0,LHP,8.0,2.0,Mariners via Brewers,HS,0.0,1978.0
422,Eddie Hook,35.0,RHP,9.0,2.0,Orioles via Expos,HS,0.0,1978.0
423,Chris Bando,36.0,C,10.0,2.0,Indians,4Yr,1.7,1978.0
424,Danny Heep,37.0,OF,11.0,2.0,Astros,4Yr,0.5,1978.0
425,Craig Johnson,38.0,OF,12.0,2.0,Tigers,4Yr,0.0,1978.0
426,Mel Hall,39.0,OF,13.0,2.0,Cubs,HS,8.7,1978.0
427,Doug Gwosdz,40.0,C,14.0,2.0,Padres via Angels,HS,-0.7,1978.0
428,Dave Kable,41.0,1B,15.0,2.0,Cardinals,HS,0.0,1978.0
429,Michael Riley,42.0,RHP,16.0,2.0,Twins,HS,0.0,1978.0
430,Dave Van Gorder,43.0,C,17.0,2.0,Reds,4Yr,-1.7,1978.0
431,Benjamin Belue,44.0,OF,18.0,2.0,White Sox,HS,0.0,1978.0
432,Bradley Palmer,45.0,LHP,19.0,2.0,Pirates,HS,0.0,1978.0
433,Amos Lewis,46.0,RHP,20.0,2.0,Rangers,HS,0.0,1978.0
434,Clay Smith,47.0,SS,21.0,2.0,Dodgers,HS,0.0,1978.0
435,Cal Ripken,48.0,3B,22.0,2.0,Orioles,HS,95.5,1978.0
436,Anthony McGill,49.0,OF,23.0,2.0,Phillies,HS,0.0,1978.0
437,Cecil Whitehead,50.0,C,24.0,2.0,Orioles via Red Sox,4Yr,0.0,1978.0
438,Darryl Motley,51.0,OF,25.0,2.0,Royals,HS,0.5,1978.0
439,Steve Balboni,52.0,1B,26.0,2.0,Yankees,4Yr,0.9,1978.0
440,Al Chambers,1.0,OF,1.0,1.0,Mariners,HS,-0.5,1979.0
441,Tim Leary,2.0,RHP,2.0,1.0,Mets,4Yr,12.2,1979.0
442,Jay Schroeder,3.0,C,3.0,1.0,Blue Jays,HS,0.0,1979.0
443,Brad Komminsk,4.0,OF,4.0,1.0,Braves,HS,2.2,1979.0
444,Juan Bustabad,5.0,SS,5.0,1.0,Athletics,HS,0.0,1979.0
445,Andy Van Slyke,6.0,OF,6.0,1.0,Cardinals,HS,41.2,1979.0
446,John Bohnet,7.0,LHP,7.0,1.0,Indians,HS,-0.1,1979.0
447,John Mizerock,8.0,C,8.0,1.0,Astros,HS,-0.6,1979.0
448,Steve Buechele,9.0,SS,9.0,1.0,White Sox,HS,16.5,1979.0
449,Tim Wallach,10.0,1B,10.0,1.0,Expos,4Yr,38.3,1979.0
450,Kevin Brandt,11.0,OF,11.0,1.0,Twins,HS,0.0,1979.0
451,Jon Perlman,12.0,RHP,12.0,1.0,Cubs,4Yr,-0.5,1979.0
452,Rick Leach,13.0,OF,13.0,1.0,Tigers,4Yr,3.2,1979.0
453,Joe Lansford,14.0,1B,14.0,1.0,Padres,HS,0.3,1979.0
454,Scott Garrelts,15.0,RHP,15.0,1.0,Giants via Angels,HS,10.0,1979.0
455,Steve Howe,16.0,LHP,16.0,1.0,Dodgers via Pirates,4Yr,10.7,1979.0
456,Jerry Don Gleaton,17.0,LHP,17.0,1.0,Rangers,4Yr,2.3,1979.0
457,Rick Luecken,18.0,RHP,18.0,1.0,Giants,HS,-0.3,1979.0
458,Ricky Seilheimer,19.0,C,19.0,1.0,White Sox via Orioles,HS,-0.5,1979.0
459,Danny Lamar,20.0,C,20.0,1.0,Reds via Phillies,HS,0.0,1979.0
460,Atlee Hammaker,21.0,LHP,21.0,1.0,Royals,4Yr,8.5,1979.0
461,Mike Sullivan,22.0,RHP,22.0,1.0,Reds,4Yr,0.0,1979.0
462,Chris Baker,23.0,OF,23.0,1.0,Tigers via Brewers,HS,0.0,1979.0
463,Bob Geren,24.0,C,24.0,1.0,Padres via Dodgers,HS,1.2,1979.0
464,Steve Perry,25.0,RHP,25.0,1.0,Dodgers via Yankees,4Yr,0.0,1979.0
465,Mike Stenhouse,26.0,OF,26.0,1.0,Athletics via Red Sox,4Yr,-1.4,1979.0
466,Jamie Allen,27.0,INF,1.0,2.0,Mariners,4Yr,-0.4,1979.0
467,Jeff Bettendorf,28.0,RHP,2.0,2.0,Mets,HS,0.1,1979.0
468,Ron Shepherd,29.0,OF,3.0,2.0,Blue Jays,HS,-1.4,1979.0
469,Keefe Cato,30.0,RHP,4.0,2.0,Reds via Braves,4Yr,-0.2,1979.0
470,Tom Dodd,31.0,OF,5.0,2.0,Athletics,4Yr,0.1,1979.0
471,Michael Kwiecinski,32.0,SS,6.0,2.0,Expos via Cardinals,HS,0.0,1979.0
472,Chris Rehbaum,33.0,OF,7.0,2.0,Indians,HS,0.0,1979.0
473,Ty Gainey,34.0,INF,8.0,2.0,Astros,HS,0.0,1979.0
474,Gary Glanz,35.0,RHP,9.0,2.0,White Sox,HS,0.0,1979.0
475,Mark Ferguson,36.0,RHP,10.0,2.0,Athletics via Expos,HS,0.0,1979.0
476,Randy Bush,37.0,OF,11.0,2.0,Twins,4Yr,1.6,1979.0
477,Shane Allen,38.0,INF,12.0,2.0,Cubs,HS,0.0,1979.0
478,Keith Fisher,39.0,C,13.0,2.0,Tigers,HS,0.0,1979.0
479,Derek Tatsuno,40.0,LHP,14.0,2.0,Padres,4Yr,0.0,1979.0
480,Bob Buchanan,41.0,LHP,15.0,2.0,Reds,HS,-0.9,1979.0
481,Scott Fiepke,42.0,LHP,16.0,2.0,Pirates,HS,0.0,1979.0
482,Donnie Scott,43.0,C,17.0,2.0,Rangers,HS,-1.7,1979.0
483,Chris Brown,44.0,3B,18.0,2.0,Giants,HS,5.9,1979.0
484,Tim Maples,45.0,RHP,19.0,2.0,Orioles,HS,0.0,1979.0
485,Kyle Money,46.0,RHP,20.0,2.0,Phillies,HS,0.0,1979.0
486,John Skinner,47.0,RHP,21.0,2.0,Royals,4Yr,0.0,1979.0
487,Richard Wysocki,48.0,LHP,22.0,2.0,Reds,HS,0.0,1979.0
488,Mark Higgins,49.0,OF,23.0,2.0,Brewers,HS,0.0,1979.0
489,David Lanning,50.0,3B,24.0,2.0,Dodgers,4Yr,0.0,1979.0
490,Todd Demeter,51.0,INF,25.0,2.0,Yankees,HS,0.0,1979.0
491,Marc Sullivan,52.0,C,26.0,2.0,Red Sox,4Yr,-1.5,1979.0
492,Darryl Strawberry,1.0,OF,1.0,1.0,Mets,HS,42.0,1980.0
493,Garry Harris,2.0,SS,2.0,1.0,Blue Jays,HS,0.0,1980.0
494,Ken Dayley,3.0,LHP,3.0,1.0,Braves,4Yr,3.6,1980.0
495,Mike King,4.0,LHP,4.0,1.0,Athletics,4Yr,0.0,1980.0
496,Jeff Pyburn,5.0,OF,5.0,1.0,Padres,4Yr,0.0,1980.0
497,Darnell Coles,6.0,SS,6.0,1.0,Mariners,HS,-1.4,1980.0
498,Jessie Reid,7.0,1B,7.0,1.0,Giants,HS,0.0,1980.0
499,Cecil Espy,8.0,OF,8.0,1.0,White Sox,HS,1.7,1980.0
500,Ross Jones,9.0,SS,9.0,1.0,Dodgers,4Yr,-0.5,1980.0
501,Kelly Gruber,10.0,SS,10.0,1.0,Indians,HS,16.4,1980.0
502,Don Schulze,11.0,RHP,11.0,1.0,Cubs,HS,-1.6,1980.0
503,Jeff Reed,12.0,C,12.0,1.0,Twins,HS,4.5,1980.0
504,Henry Powell,13.0,C,13.0,1.0,Phillies,HS,0.0,1980.0
505,Tim Maki,14.0,RHP,14.0,1.0,Rangers,HS,0.0,1980.0
506,Donald Collins,15.0,RHP,15.0,1.0,Cardinals,HS,0.0,1980.0
507,Frank Wills,16.0,RHP,16.0,1.0,Royals,4Yr,-0.6,1980.0
508,Dennis Rasmussen,17.0,LHP,17.0,1.0,Angels via Astros,4Yr,11.4,1980.0
509,Glenn Wilson,18.0,3B,18.0,1.0,Tigers,4Yr,13.0,1980.0
510,Ron Robinson,19.0,RHP,19.0,1.0,Reds,HS,8.2,1980.0
511,Rick Renteria,20.0,SS,20.0,1.0,Pirates via Angels,HS,-0.5,1980.0
512,Jim Acker,21.0,RHP,21.0,1.0,Braves via Expos,4Yr,5.8,1980.0
513,Terry Francona,22.0,OF,22.0,1.0,Expos via Yankees,4Yr,-2.8,1980.0
514,Billy Beane,23.0,OF,23.0,1.0,Mets via Pirates,HS,-1.6,1980.0
515,John Gibbons,24.0,C,24.0,1.0,Mets via Red Sox,HS,0.2,1980.0
516,Dion James,25.0,OF,25.0,1.0,Brewers,HS,6.2,1980.0
517,Jeff Williams,26.0,OF,26.0,1.0,Orioles,HS,0.0,1980.0
518,Jay Tibbs,27.0,RHP,1.0,2.0,Mets,HS,5.0,1980.0
519,Ken Kinnard,28.0,1B,2.0,2.0,Blue Jays,HS,0.0,1980.0
520,Brian Fisher,29.0,RHP,3.0,2.0,Braves,HS,0.9,1980.0
521,Rhett Whisman,30.0,SS,4.0,2.0,Athletics,HS,0.0,1980.0
522,Eric Erickson,31.0,LHP,5.0,2.0,Giants via Padres,HS,0.0,1980.0
523,Matt Young,32.0,LHP,6.0,2.0,Mariners,4Yr,7.6,1980.0
524,Jeff Horne,33.0,RHP,7.0,2.0,Pirates via Giants,HS,0.0,1980.0
525,Wes Kent,34.0,1B,8.0,2.0,White Sox,HS,0.0,1980.0
526,Jim Weaver,35.0,OF,9.0,2.0,Twins via Dodgers,4Yr,-0.3,1980.0
527,Turner Gill,36.0,SS,10.0,2.0,White Sox via Indians,HS,0.0,1980.0
528,Dan Cataline,37.0,OF,11.0,2.0,Cubs,HS,0.0,1980.0
529,Tim Teufel,38.0,2B,12.0,2.0,Twins,4Yr,15.3,1980.0
530,Larry Knight,39.0,RHP,13.0,2.0,Phillies,HS,0.0,1980.0
531,Dwayne Henry,40.0,RHP,14.0,2.0,Rangers,HS,0.1,1980.0
532,Dan Plesac,41.0,LHP,15.0,2.0,Cardinals,HS,17.6,1980.0
533,Roger Hansen,42.0,3B,16.0,2.0,Royals,HS,0.0,1980.0
534,Jim Pettibone,43.0,RHP,17.0,2.0,Reds via Astros,HS,0.0,1980.0
535,Charles Reese,44.0,SS,18.0,2.0,Tigers,HS,0.0,1980.0
536,Ken Jones,45.0,RHP,19.0,2.0,Reds,4Yr,0.0,1980.0
537,Michael Olson,46.0,RHP,20.0,2.0,Royals via Angels,HS,0.0,1980.0
538,Dave Miley,47.0,SS,21.0,2.0,Reds via Expos,HS,0.0,1980.0
539,Mike Brown,48.0,RHP,22.0,2.0,Red Sox via Yankees,4Yr,-1.7,1980.0
540,Tim Burke,49.0,RHP,23.0,2.0,Pirates,4Yr,12.4,1980.0
541,Joe Hesketh,50.0,LHP,24.0,2.0,Expos via Red Sox,4Yr,8.7,1980.0
542,Robert Schroeck,51.0,LHP,25.0,2.0,Brewers,4Yr,0.0,1980.0
543,Al Pardo,52.0,C,26.0,2.0,Orioles,HS,-1.8,1980.0
544,Mike Moore,1.0,RHP,1.0,1.0,Mariners,4Yr,28.5,1981.0
545,Joe Carter,2.0,OF,2.0,1.0,Cubs,4Yr,19.3,1981.0
546,Dick Schofield,3.0,SS,3.0,1.0,Angels,HS,18.8,1981.0
547,Terry Blocker,4.0,OF,4.0,1.0,Mets,4Yr,-1.0,1981.0
548,Matt Williams,5.0,RHP,5.0,1.0,Blue Jays,4Yr,0.4,1981.0
549,Kevin McReynolds,6.0,OF,6.0,1.0,Padres,4Yr,29.9,1981.0
550,Daryl Boston,7.0,LHP,7.0,1.0,White Sox,HS,4.4,1981.0
551,Bob Meacham,8.0,SS,8.0,1.0,Cardinals,4Yr,3.9,1981.0
552,Ron Darling,9.0,RHP,9.0,1.0,Rangers,4Yr,20.2,1981.0
553,Mark Grant,10.0,RHP,10.0,1.0,Giants,HS,2.2,1981.0
554,Mike Sodders,11.0,3B,11.0,1.0,Twins,4Yr,0.0,1981.0
555,Jay Roberts,12.0,OF,12.0,1.0,Braves,HS,0.0,1981.0
556,George Alpert,13.0,OF,13.0,1.0,Indians,HS,0.0,1981.0
557,Jim Winn,14.0,RHP,14.0,1.0,Pirates,4Yr,-1.2,1981.0
558,Tim Pyznarski,15.0,3B,15.0,1.0,Athletics,4Yr,0.0,1981.0
559,Vance Lovelace,16.0,LHP,16.0,1.0,Cubs via Reds,HS,-0.1,1981.0
560,Ricky Barlow,17.0,RHP,17.0,1.0,Tigers,HS,0.0,1981.0
561,Darren Dilks,18.0,LHP,18.0,1.0,Expos,4Yr,0.0,1981.0
562,Steve Lyons,19.0,SS,19.0,1.0,Red Sox,4Yr,2.0,1981.0
563,Johnny Abrego,20.0,RHP,20.0,1.0,Phillies,HS,-0.6,1981.0
564,John Cerutti,21.0,LHP,21.0,1.0,Blue Jays via Brewers,4Yr,6.7,1981.0
565,Dave Anderson,22.0,SS,22.0,1.0,Dodgers,4Yr,5.9,1981.0
566,Dave Leeper,23.0,OF,23.0,1.0,Royals,4Yr,-1.2,1981.0
567,Al Lachowicz,24.0,RHP,24.0,1.0,Rangers via Astros,4Yr,0.2,1981.0
568,Kevin Burrell,25.0,C,25.0,1.0,Red Sox via Orioles,HS,0.0,1981.0
569,Frank Castro,26.0,C,26.0,1.0,Padres via Yankees,4Yr,0.0,1981.0
570,Kevin Dukes,27.0,LHP,1.0,2.0,Mariners,4Yr,0.0,1981.0
571,Darrin Jackson,28.0,OF,2.0,2.0,Cubs,HS,11.4,1981.0
572,Jeff Carl,29.0,SS,3.0,2.0,Expos via Angels,4Yr,0.0,1981.0
573,Chuckie Canady,30.0,OF,4.0,2.0,Rangers via Mets,4Yr,0.0,1981.0
574,Bill Pinkham,31.0,C,5.0,2.0,Blue Jays,4Yr,0.0,1981.0
575,Bill Long,32.0,RHP,6.0,2.0,Padres,4Yr,2.3,1981.0
576,Mike Gallego,33.0,2B,7.0,2.0,Athletics via White Sox,4Yr,17.1,1981.0
577,Mark Gubicza,34.0,RHP,8.0,2.0,Royals via Cardinals,HS,38.0,1981.0
578,Mark Langston,35.0,LHP,9.0,2.0,Mariners via Rangers,4Yr,50.7,1981.0
579,Kelvin Torve,36.0,1B,10.0,2.0,Giants,4Yr,-0.3,1981.0
580,Frank Viola,37.0,LHP,11.0,2.0,Twins,4Yr,47.4,1981.0
581,John Christensen,38.0,OF,12.0,2.0,Mets via Braves,4Yr,-0.9,1981.0
582,Neal Heaton,39.0,LHP,13.0,2.0,Indians,4Yr,8.6,1981.0
583,Lee Tunnell,40.0,RHP,14.0,2.0,Pirates,4Yr,0.9,1981.0
584,Rick Rodriguez,41.0,RHP,15.0,2.0,Athletics,4Yr,-0.4,1981.0
585,Lanell Culver,42.0,OF,16.0,2.0,Reds,HS,0.0,1981.0
586,Nelson Simmons,43.0,OF,17.0,2.0,Tigers,HS,0.0,1981.0
587,Mike Fuentes,44.0,OF,18.0,2.0,Expos,4Yr,0.1,1981.0
588,Chris Howard,45.0,2B,19.0,2.0,Red Sox,HS,0.0,1981.0
589,C.L. Penigar,46.0,OF,20.0,2.0,Phillies,HS,0.0,1981.0
590,Scott Roberts,47.0,RHP,21.0,2.0,Brewers,4Yr,0.0,1981.0
591,Sid Bream,48.0,1B,22.0,2.0,Dodgers,4Yr,11.1,1981.0
592,Tony Ferreira,49.0,LHP,23.0,2.0,Royals,HS,-0.1,1981.0
593,Lemmie Miller,50.0,OF,24.0,2.0,Dodgers via Astros,4Yr,-0.1,1981.0
594,Craig Henderson,51.0,LHP,25.0,2.0,Twins via Orioles,4Yr,0.0,1981.0
595,John Elway,52.0,OF,26.0,2.0,Yankees,4Yr,0.0,1981.0
596,Shawon Dunston,1.0,SS,1.0,1.0,Cubs,HS,11.5,1982.0
597,Augie Schmidt,2.0,SS,2.0,1.0,Blue Jays,4Yr,0.0,1982.0
598,Jimmy Jones,3.0,RHP,3.0,1.0,Padres,HS,-1.7,1982.0
599,Bryan Oelkers,4.0,LHP,4.0,1.0,Twins,4Yr,-0.9,1982.0
600,Dwight Gooden,5.0,RHP,5.0,1.0,Mets,HS,53.2,1982.0
601,Spike Owen,6.0,SS,6.0,1.0,Mariners,4Yr,12.5,1982.0
602,Sam Khalifa,7.0,SS,7.0,1.0,Pirates,HS,0.9,1982.0
603,Bob Kipper,8.0,LHP,8.0,1.0,Angels,HS,-1.2,1982.0
604,Duane Ward,9.0,RHP,9.0,1.0,Braves,HS,10.6,1982.0
605,John Morris,10.0,OF,10.0,1.0,Royals,4Yr,-0.5,1982.0
606,Steve Stanicek,11.0,1B,11.0,1.0,Giants,4Yr,-0.1,1982.0
607,Mark Snyder,12.0,RHP,12.0,1.0,Indians,HS,0.0,1982.0
608,John Russell,13.0,C,13.0,1.0,Phillies,4Yr,-3.1,1982.0
609,Ron Karkovice,14.0,C,14.0,1.0,White Sox,HS,14.7,1982.0
610,Steve Swain,15.0,OF,15.0,1.0,Astros,HS,0.0,1982.0
611,Sam Horn,16.0,1B,16.0,1.0,Red Sox via Rangers,HS,2.4,1982.0
612,Tony Woods,17.0,SS,17.0,1.0,Cubs via Expos,4Yr,0.0,1982.0
613,Bob Parkins,18.0,RHP,18.0,1.0,Red Sox,HS,0.0,1982.0
614,Franklin Stubbs,19.0,1B,19.0,1.0,Dodgers,4Yr,2.8,1982.0
615,Rich Monteleone,20.0,RHP,20.0,1.0,Tigers,HS,2.7,1982.0
616,Todd Worrell,21.0,RHP,21.0,1.0,Cardinals,4Yr,11.4,1982.0
617,Scott Jones,22.0,LHP,22.0,1.0,Reds via Yankees,HS,0.0,1982.0
618,Billy Hawley,23.0,RHP,23.0,1.0,Reds,HS,0.0,1982.0
619,Joe Kucharski,24.0,RHP,24.0,1.0,Orioles,4Yr,0.0,1982.0
620,Dale Sveum,25.0,SS,25.0,1.0,Brewers,HS,-2.3,1982.0
621,Jeff Ledbetter,26.0,1B,26.0,1.0,Red Sox via Athletics,4Yr,0.0,1982.0
622,Stan Boderick,27.0,OF,27.0,1.0,Cubs,HS,0.0,1982.0
623,Bobby Jones,28.0,1B,28.0,1.0,Reds,HS,0.0,1982.0
624,Kevin Romine,29.0,OF,1.0,2.0,Red Sox,4Yr,-1.3,1982.0
625,David Wells,30.0,LHP,2.0,2.0,Blue Jays,HS,53.6,1982.0
626,Joe Plesac,31.0,RHP,3.0,2.0,Padres,4Yr,0.0,1982.0
627,Allan Anderson,32.0,LHP,4.0,2.0,Twins,HS,8.6,1982.0
628,Floyd Youmans,33.0,RHP,5.0,2.0,Mets,HS,6.8,1982.0
629,Mike Wishnevski,34.0,OF,6.0,2.0,Mariners,4Yr,0.0,1982.0
630,Jim Opie,35.0,3B,7.0,2.0,Pirates,4Yr,0.0,1982.0
631,Tim Birtsas,36.0,LHP,8.0,2.0,Yankees via Angels,4Yr,0.9,1982.0
632,Joe Johnson,37.0,RHP,9.0,2.0,Braves,4Yr,1.3,1982.0
633,Joe Szekely,38.0,C,10.0,2.0,Royals,4Yr,0.0,1982.0
634,Barry Bonds,39.0,OF,11.0,2.0,Giants,HS,162.4,1982.0
635,Jim Wilson,40.0,1B,12.0,2.0,Indians,4Yr,-0.2,1982.0
636,Lance McCullers,41.0,RHP,13.0,2.0,Phillies,HS,5.5,1982.0
637,Rolando Pino,42.0,3B,14.0,2.0,White Sox,HS,0.0,1982.0
638,Louie Meadows,43.0,1B,15.0,2.0,Astros,4Yr,-0.8,1982.0
639,Mike Rubel,44.0,1B,16.0,2.0,Rangers,4Yr,0.0,1982.0
640,John Dopson,45.0,RHP,17.0,2.0,Expos,HS,5.5,1982.0
641,Steve Jongewaard,46.0,SS,18.0,2.0,Red Sox,HS,0.0,1982.0
642,Rich Flores,47.0,SS,19.0,2.0,Dodgers,HS,0.0,1982.0
643,Scott Kamieniecki,48.0,RHP,20.0,2.0,Tigers,HS,9.2,1982.0
644,Tim Wallace,49.0,C,21.0,2.0,Cardinals,4Yr,0.0,1982.0
